ejemplares,repeticion,protobuf_bytes,json_bytes,protobuf_gzip_bytes,json_gzip_bytes,ahorro_protobuf_pct,ahorro_protobuf_gzip_pct,python_version,protobuf_version,gzip_level
500,8,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,9,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,10,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,11,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,12,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,13,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,14,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,15,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,16,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,17,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,18,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,19,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,20,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,21,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,22,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,23,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,24,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,25,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,26,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,27,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,28,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,29,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
500,30,9848,24946,1357,1545,60.52272909484486,12.168284789644012,3.13.7,7.36.2,9
